,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014236.1-ZTSNW4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,ZTSNW4,-
CM014236.1-G1E43F,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,G1E43F,-
CM014236.1-P854WL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,P854WL,-
CM014236.1-SG21UN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,SG21UN,-
CM014236.1-08Y07O,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,08Y07O,-
CM014236.1-DSNHAO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,DSNHAO,+
CM014236.1-WHUOAK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,WHUOAK,+
CM014236.1-244PNB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,244PNB,+
CM014236.1-WASF4R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,WASF4R,+
CM014236.1-KI8CL4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,KI8CL4,+
CM014236.1-XNF4ZO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,XNF4ZO,+
CM014236.1-O7FW10,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,O7FW10,+
CM014244.1-BELRWE,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,BELRWE,+
CM014244.1-UL0X3P,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,UL0X3P,+
CM014236.1-GIXPVW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,GIXPVW,+
CM014236.1-TCPU8W,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,TCPU8W,+
CM014236.1-CWQ5UL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,CWQ5UL,+
CM014236.1-BKMHT9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,BKMHT9,+
CM014229.1-NIGI2A,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,NIGI2A,+
CM014229.1-Y3Y3XC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,Y3Y3XC,+
CM014229.1-6RX5LO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,6RX5LO,+
CM014229.1-PZF1CX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,PZF1CX,+
CM014244.1-DBWW9E,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,DBWW9E,+
CM014244.1-S3ZILU,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,S3ZILU,+
CM014244.1-K3PU4D,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014244.1,K3PU4D,+
CM014229.1-5RVTVT,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,5RVTVT,+
CM014229.1-96OEIF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,96OEIF,-
CM014229.1-OKSEDI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,OKSEDI,-
CM014229.1-2B5LUZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,2B5LUZ,-
CM014229.1-GWIK4V,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,GWIK4V,-
CM014250.1-8IYESR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,8IYESR,-
CM014250.1-JS1K5F,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,JS1K5F,-
CM014250.1-RPCGVT,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,RPCGVT,-
CM014250.1-EQDXLP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,EQDXLP,+
CM014250.1-WPIE3S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,WPIE3S,+
CM014250.1-EW4OVF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,EW4OVF,+
CM014250.1-IPDWO2,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,IPDWO2,+
CM014250.1-6ITZ0M,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,6ITZ0M,+
CM014250.1-K381C6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,K381C6,+
CM014250.1-76LCNU,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,76LCNU,+
CM014250.1-K6860G,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,K6860G,+
CM014250.1-28IJ5L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,28IJ5L,+
CM014250.1-B2IW96,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,B2IW96,+
CM014250.1-QRSAWJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,QRSAWJ,+
CM014243.1-W7V0S6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,W7V0S6,-
CM014243.1-P48TX4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,P48TX4,-
CM014243.1-4UVME6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,4UVME6,-
CM014243.1-BGMEEZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,BGMEEZ,-
CM014243.1-WHBZO9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,WHBZO9,-
CM014243.1-64QTCA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,64QTCA,-
CM014243.1-FMLWUG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,FMLWUG,-
CM014243.1-N9DRV5,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,N9DRV5,+
CM014243.1-4R4N1A,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,4R4N1A,+
CM014243.1-2UODUU,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,2UODUU,+
CM014243.1-EUD6U0,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,EUD6U0,+
CM014243.1-GSHTM4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,GSHTM4,+
CM014243.1-VO4ZRE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,VO4ZRE,+
CM014243.1-NSYMH9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014243.1,NSYMH9,+
CM014239.1-Q2ZQEI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,Q2ZQEI,-
CM014239.1-N204YL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,N204YL,-
CM014239.1-XYA0OA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,XYA0OA,-
RXPC01000087.1-6ABJYW,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,RXPC01000087.1,6ABJYW,+
CM014239.1-F7LKQA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,F7LKQA,-
CM014239.1-IEM96J,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,IEM96J,-
CM014239.1-OP48VW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,OP48VW,-
CM014239.1-5S4TQZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,5S4TQZ,-
CM014239.1-WF0MFX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,WF0MFX,-
CM014239.1-DXACW1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,DXACW1,-
CM014239.1-UU8QVM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,UU8QVM,-
CM014239.1-SHA19T,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,SHA19T,-
CM014239.1-HV629N,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,HV629N,-
CM014239.1-RZN9CH,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,RZN9CH,-
CM014239.1-YZA9V8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,YZA9V8,-
CM014239.1-9T1FRB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,9T1FRB,-
CM014239.1-W5XUJ6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,W5XUJ6,-
CM014239.1-92ALDX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,92ALDX,-
CM014239.1-VU9R1M,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,VU9R1M,-
CM014239.1-UPY4VU,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,UPY4VU,-
CM014239.1-NZJSRB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,NZJSRB,+
CM014239.1-XZ6NS2,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,XZ6NS2,+
CM014239.1-854A4L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,854A4L,+
CM014239.1-BYMAAH,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,BYMAAH,+
CM014239.1-P4185I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,P4185I,+
CM014239.1-OBH9W8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,OBH9W8,+
CM014239.1-53EIMG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,53EIMG,+
CM014239.1-48EICL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,48EICL,+
CM014239.1-63R20B,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,63R20B,+
CM014239.1-7DPOUY,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,7DPOUY,+
CM014239.1-OR87MI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,OR87MI,+
CM014239.1-IIZ65R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,IIZ65R,+
CM014228.1-7O316V,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014228.1,7O316V,+
CM014239.1-LJGYH5,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,LJGYH5,+
CM014239.1-B5LMGE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,B5LMGE,+
CM014239.1-K42RRX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,K42RRX,+
CM014239.1-ES22JW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,ES22JW,+
CM014239.1-BDP1HQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,BDP1HQ,+
CM014239.1-BPDG0U,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,BPDG0U,+
CM014239.1-DQH32H,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,DQH32H,+
CM014239.1-2KJ7GF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,2KJ7GF,+
RXPC01000074.1-72T18B,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000074.1,72T18B,+
CM014244.1-2X72WK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,2X72WK,+
CM014242.1-XN3RVG,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014242.1,XN3RVG,-
CM014251.1-NFTLRR,Epsilonretrovirus,Walleye epidermal hyperplasia virus 1,WEHV,Rhinolophus_ferrumequinum,POL,CM014251.1,NFTLRR,-
CM014244.1-Y2HLUI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,Y2HLUI,+
CM014244.1-GOH28B,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,GOH28B,+
CM014244.1-EY9LMJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,EY9LMJ,+
CM014244.1-I2LQLS,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,I2LQLS,+
CM014244.1-QGMVNN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,QGMVNN,+
CM014244.1-0XWJIT,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,0XWJIT,+
CM014244.1-GVT1W8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,GVT1W8,-
CM014244.1-K5F35S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,K5F35S,-
CM014244.1-YAG4EH,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,YAG4EH,-
CM014244.1-8PLFDQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,8PLFDQ,-
CM014244.1-2LVQ2P,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,2LVQ2P,-
CM014244.1-UQ2R7Q,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,UQ2R7Q,-
CM014244.1-IUP6BP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,IUP6BP,-
CM014244.1-RMMW6A,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,RMMW6A,-
CM014233.1-O4QXYU,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014233.1,O4QXYU,+
CM014233.1-U0G4JD,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014233.1,U0G4JD,+
CM014233.1-NJ7MNZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014233.1,NJ7MNZ,-
CM014233.1-BKEHQX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014233.1,BKEHQX,-
CM014226.1-SATBUF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,SATBUF,+
CM014226.1-DMITB4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,DMITB4,+
CM014226.1-IXCW6S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,IXCW6S,+
CM014226.1-PIBZLG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,PIBZLG,+
CM014226.1-H0LMY8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,H0LMY8,+
CM014226.1-SOSBNH,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,SOSBNH,+
CM014226.1-G2NMRR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,G2NMRR,+
CM014226.1-RWLUV7,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,RWLUV7,+
CM014226.1-2HGLDO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,2HGLDO,+
CM014226.1-G2FW04,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,G2FW04,+
CM014226.1-Z45THX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,Z45THX,+
CM014226.1-6767TP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,6767TP,+
CM014226.1-2D1YB5,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,2D1YB5,+
CM014226.1-I2GRW0,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,I2GRW0,+
CM014226.1-SRR6XL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,SRR6XL,+
CM014226.1-G4CDZ1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,G4CDZ1,+
CM014226.1-2RHNAJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,2RHNAJ,+
CM014226.1-DR550N,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,DR550N,+
CM014226.1-SBM4AX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,SBM4AX,+
CM014226.1-MBIVE2,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,MBIVE2,+
CM014226.1-7KPIYA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,7KPIYA,+
CM014248.1-YHV2VM,Betaretrovirus,Jaagsiekte sheep retrovirus,JSRV,Rhinolophus_ferrumequinum,POL,CM014248.1,YHV2VM,+
CM014240.1-197YT7,Betaretrovirus,Jaagsiekte sheep retrovirus,JSRV,Rhinolophus_ferrumequinum,POL,CM014240.1,197YT7,+
CM014226.1-PSBXFF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,PSBXFF,+
CM014226.1-13RUME,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,13RUME,+
CM014226.1-DG9KHB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,DG9KHB,+
CM014226.1-AFD8A9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,AFD8A9,+
CM014226.1-4D7EZI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,4D7EZI,+
CM014226.1-R20EVL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,R20EVL,+
CM014226.1-QLHFQY,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,QLHFQY,+
CM014226.1-QQ39PM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,QQ39PM,+
CM014226.1-4YQEMA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,4YQEMA,+
CM014226.1-GRWN7R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,GRWN7R,+
CM014226.1-1ZTDX3,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,1ZTDX3,+
CM014226.1-I3M8ZA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,I3M8ZA,+
CM014227.1-WGJKL7,Betaretrovirus,Jaagsiekte sheep retrovirus,JSRV,Rhinolophus_ferrumequinum,POL,CM014227.1,WGJKL7,+
CM014231.1-T75P7W,Betaretrovirus,Jaagsiekte sheep retrovirus,JSRV,Rhinolophus_ferrumequinum,POL,CM014231.1,T75P7W,-
CM014226.1-H2SVWE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,H2SVWE,+
CM014226.1-JTRGXS,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,JTRGXS,+
CM014226.1-2OWBIN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,2OWBIN,+
CM014226.1-FBEC4R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,FBEC4R,+
CM014226.1-WXAPD0,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,WXAPD0,+
CM014226.1-KBIUQV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,KBIUQV,+
CM014226.1-A74G6S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,A74G6S,+
CM014226.1-RUAL18,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,RUAL18,+
CM014226.1-82KTQA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,82KTQA,+
CM014226.1-I7U8AQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,I7U8AQ,+
CM014226.1-PI2ZIK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,PI2ZIK,+
CM014226.1-F2YQY8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,F2YQY8,+
CM014226.1-FDRAEH,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,FDRAEH,+
CM014226.1-ZV7LGR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,ZV7LGR,+
CM014226.1-9SPBJE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,9SPBJE,+
CM014226.1-WGAANJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,WGAANJ,+
CM014226.1-Z8CTSM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,Z8CTSM,+
CM014226.1-M0XLGB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,M0XLGB,+
CM014226.1-RSJ4CJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,RSJ4CJ,+
RXPC01000125.1-LAZ5EN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000125.1,LAZ5EN,-
RXPC01000125.1-FD2M0E,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000125.1,FD2M0E,+
CM014230.1-4SLNQG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,4SLNQG,+
CM014230.1-8U4K62,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,8U4K62,+
CM014230.1-QA6WEC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,QA6WEC,+
CM014230.1-2PWEWC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,2PWEWC,+
CM014230.1-1OCQA6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,1OCQA6,+
CM014230.1-H76Z0D,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,H76Z0D,+
